system,mp_id,icsd_ids,composition,e_above_hull,Spacegroup Number,solid_state_synthesized_composition,solid_state_synthesized_structure,sss_highest_temperature(K),sss_pressure(GPa),sss_atmosphere,sss_mixing_condition,sss_cooling_condition,sss_heating_step,single_crystal,sss_precursor,other_synthesis_method,reference,reference_year,comment,google_translate
Ba-Te-O,mp-1195016,[252505],BaTe4O9,0,C2/c,y,y,773,AP,,"{""step1"": {""grind method"": [""ball milling""], ""wet/dry"": [], ""liquid"": []}}",{},1,,"BaO, TeO2; BaCO3, TeO2",,10.1016/j.matlet.2006.07.141,2007,,FALSE
Ba-Te-O,mp-556021,[10107],BaTeO3,0.009290847,Pnma,y,y,1050,,Ar,{},{},,,"TeO2, BaCO3",,10.1006/jcht.2001.0923,2002,"other phase of mp-5431, which can be synthesized via solid state reaction",FALSE
Ba-Te-O,mp-5431,"[4320, 10106]",BaTeO3,0,P2_1/m,y,y,973,AP,,{},"{""step1"": {""cool rate"": [], ""cool time"": [{""value"": ""12"", ""unit"": ""hour""}], ""cool medium"": [], ""cool type"": [], ""end temperature"": [""RT""], ""remark"": []}}",1,,"BaO, TeO2",,10.1209/0295-5075/98/66006,2012,,FALSE
Ba-Th-O,mp-8037,[29110],BaThO3,0.083444388,Pm-3m,y,?,,,,{},{},,,,,10.1007/BF01504169,1934,old refinement of mp-1189614,FALSE
Ba-Th-O,mp-1189614,[189333],BaThO3,0,Pnma,y,y,1523,AP,,{},{},1,,"ThO2, BaCO3",,10.1016/j.jallcom.2017.08.200,2017,,FALSE
Ba-Ti-O,mp-28917,[75519],Ba2Ti13O22,0,Cmce,y,y,1853,,Ar,{},"{""step1"": {""cool rate"": [], ""cool time"": [], ""cool medium"": [], ""cool type"": [""slow cooling""], ""end temperature"": [""RT""], ""remark"": []}}",1,,"BaTiO3, Ti2O3, TiO",,10.1006/jssc.1994.1385,1994,,FALSE
Ba-Ti-O,mp-7733,"[1365, 300030]",Ba2Ti6O13,0,C2/m,n,n,,,,{},{},,,,plasma torch,10.1002/zaac.19774350132,1977,,FALSE
Ba-Ti-O,mp-560731,"[35711, 35582]",Ba2Ti9O20,0.005001445,P-1,y,y,1623,AP,,{},"{""step1"": {""cool rate"": [], ""cool time"": [{""value"": ""36"", ""unit"": ""hour""}], ""cool medium"": [], ""cool type"": [], ""end temperature"": [{""value"": ""700"", ""unit"": ""C""}], ""remark"": []}}",1,,"BaCO3, TiO2",,10.1016/0022-4596(83)90216-5,1983,,FALSE
Ba-Ti-O,mp-3397,"[2625, 15450]",Ba2TiO4,0,P2_1/c,y,y,1573,,Ar,{},{},1,,"BaCO3, TiO2",,10.1007/BF00720124,1991,sometimes formed as impurity in the solid state reaction to form BaTiO3,FALSE
Ba-Ti-O,mp-554529,[29389],Ba2TiO4,0.001380613,Pna2_1,y,y,,,,{},{},,,,,10.1107/S0108270184003619,1984,other phase of mp-3397,FALSE
Ba-Ti-O,mp-15761,[280159],Ba4Ti12O27,0.002791219,C2/m,y,y,1573,0.00006,Ar,"{""step1"": {""grind method"": [""agate mortar""], ""wet/dry"": [], ""liquid"": []}}",{},1,,"BaCO3, TiO2",,10.1107/S0108270198010919,1999,,FALSE
Ba-Ti-O,mp-29298,[300032],Ba4Ti13O30,0,Cmce,y,y,1573,AP,,{},{},1,,"BaTiO3, TiO2",,10.1016/0022-4596(74)90087-5,1974,,FALSE
Ba-Ti-O,mp-556729,"[14299, 49576]",Ba6Ti17O40,0.009496759,C2/c,n,n,,,,{},{},,,"BaO, TiO2",from melt,10.1107/S0567740870004673,1970,inhomogeneous,FALSE
Ba-Ti-O,mp-558159,[162369],BaTi2O5,0,Pnma,y,n,,,,{},{},,,,,10.1021/cm802483w,2009,other phase of mp-555966,FALSE
Ba-Ti-O,mp-3943,"[2356, 157775, 16634, 153286]",BaTi2O5,0.02297292,C2/m,y,n,,,,{},{},,,,,10.1080/00150190601180190,2007,old refinement of mp-555966; high temperature phase of mp-555966,FALSE
Ba-Ti-O,mp-555966,[281548],BaTi2O5,0.019598492,C2,y,y,1443,AP,,"{""step1"": {""grind method"": [""ball milling""], ""wet/dry"": [], ""liquid"": [""water""]}}",{},1,,"BaCO3, TiO2",,10.1016/j.apt.2013.11.007,2014,inhomogeneous,FALSE
Ba-Ti-O,mp-3175,"[49575, 31783, 48019]",BaTi4O9,0.00909542,Pmmn,y,y,1719,AP,,"{""step1"": {""grind method"": [""pestle and mortar""], ""wet/dry"": [], ""liquid"": []}}",{},1,,"BaTiO3, TiO2",,10.1111/j.1151-2916.1991.tb07797.x,1991,,FALSE
Ba-Ti-O,mp-27790,[26174],BaTi5O11,0.005795693,P2_1/c,?,?,,,,{},{},,,"BaO, TiO2",,10.1107/S0567740869004195,1969,"minority phase of rutile; can be synthesized via solid state synthesis with the addition of CuO, but uncertain about its role: 10.1111/j.1551-2916.2008.02623.x",TRUE
Ba-Ti-O,mp-504457,[2922],BaTi6O13,0.01060621,P-1,n,n,,,,{},{},,,,from melt,10.1111/j.1151-2916.1991.tb07797.x,1991,from melt,FALSE
Ba-Ti-O,mp-5777,"[31155, 237106, 73639, 73640, 73641, 237109, 186460, 73638, 73637]",BaTiO3,0.00047318,Amm2,y,y,,,,{},{},,,,,10.1021/j100112a043,1993,low temperature phase of mp-5986,FALSE
Ba-Ti-O,mp-5933,"[75240, 164386, 186528, 34619]",BaTiO3,0.008402946,P6_3/mmc,y,y,,,,{},{},,,,,10.1111/j.1151-2916.1991.tb07797.x,1991,high temperature phase of mp-5986,FALSE
Ba-Ti-O,mp-558125,[55221],BaTiO3,0.003315448,C222_1,y,y,,,,{},{},,,,,10.1107/S0108767304016307,2004,low temperature phase of mp-5933,FALSE
Ba-Ti-O,mp-1076932,[161419],BaTiO3,0.979015368,Amm2,y,?,,,,{},{},,,,,10.1016/j.matchemphys.2008.01.020,2008,nano,FALSE
Ba-Ti-O,mp-644497,[154346],BaTiO3,0.714231608,Amm2,y,y,,,,{},{},,,,,10.1524/zkri.220.8.735.67077,2009,high pressure phase of mp-5986,FALSE
Ba-Ti-O,mp-5986,"[252558, 73642, 23759, 100801, 188644, 237105, 100800, 23758, 245945, 100799, 186457, 237107, 161340, 30617, 185407, 154345, 189381, 99737, 73646, 34637, 164385, 73643, 15453, 190835, 95436, 186459, 157806, 73645, 168763, 183932, 73644, 237108, 248395, 67520, 245946, 100802, 192889, 154343, 100803, 245944, 130020, 161418, 290023, 164388, 164387, 31153, 186458]",BaTiO3,0.003207376,P4mm,y,y,1593,AP,,{},"{""step1"": {""cool rate"": [{""value"": ""60"", ""unit"": ""C/h""}], ""cool time"": [], ""cool medium"": [], ""cool type"": [], ""end temperature"": [""RT""], ""remark"": []}}",3,,"BaCO3, TiO2",,10.1021/j100112a043,1993,,FALSE
Ba-Ti-O,mp-19990,[109327],BaTiO3,1.807418874,P4/mmm,y,?,,,,{},{},,,,,10.1016/j.matchemphys.2008.01.020,2008,nano,FALSE
Ba-Ti-O,mp-2998,"[252562, 67519, 56093, 166225, 186437, 27968, 27971, 27975, 29147, 27967, 28854, 27973, 154344, 28851, 27972, 31889, 28620, 43125, 29146, 27977, 31887, 99736, 31884, 28852, 100804, 190924, 290019, 27969, 29280, 27974, 28853, 31886, 95437, 28849, 28848, 31890, 29148, 31888, 31885, 185374, 27976, 27965, 27970, 28850, 187292, 27966, 67518, 187291]",BaTiO3,0.01474792,Pm-3m,y,y,,,,{},{},,,,,10.1021/ja01150a149,1951,high temperature phase of mp-5986,FALSE
Ba-Ti-O,mp-5020,"[73631, 73629, 73628, 73634, 186461, 100463, 73636, 73633, 186462, 73632, 186463, 73635, 6102, 100464, 73630]",BaTiO3,0,R3m,y,y,,,,{},{},,,,,10.1021/j100112a043,1993,low temperature phase of mp-5986,FALSE
Ba-Ti-O,mp-995191,[161341],BaTiO3,1.806614552,Amm2,y,?,,,,{},{},,,,,10.1016/j.matchemphys.2008.01.020,2008,nano,FALSE
Ba-Tl-O,mp-18327,[6322],Ba2Tl2O5,0,Pnma,y,y,1003,,O2,{},"{""step1"": {""cool rate"": [{""value"": ""300"", ""unit"": ""C/h""}], ""cool time"": [], ""cool medium"": [], ""cool type"": [], ""end temperature"": [""RT""], ""remark"": []}}",2,,"Tl2O3, BaO2",,10.1016/0022-4596(90)90053-Z,1990,inhomogeneous; special: the mp entry might be refering to a polymorph or an old refinement that is not in mp or ICSD,FALSE
Ba-Tm-O,mp-14322,[33806],Ba3Tm4O9,0,R3,y,y,1773,AP,,"{""step1"": {""grind method"": [""agate mortar""], ""wet/dry"": [], ""liquid"": []}}",{},1,,"BaCO3, Tm2O3",,10.1088/0953-8984/18/1/024,2005,,FALSE
Ba-Tm-O,mp-754599,[427492],BaTm2O4,0.000192473,Pnma,n,n,,,,{},{},,,"Tm2O3, Ba",flux,10.1016/j.progsolidstchem.2014.05.001,2014,,FALSE
Ba-U-O,mp-583034,[63076],Ba2U2O7,0,Imma,y,y,1250,,Ar,{},{},2,,"UO2, BaUO4, Ba3UO6",,10.1016/0021-9614(88)90158-9,1988,,FALSE
Ba-U-O,mp-27649,[22206],BaU2O7,0.007436353,I4_1/amd,y,y,1300,,O2,{},{},1,,"Ba(NO3)2, U3O8",,10.1016/0021-9614(88)90158-9,1988,,FALSE
Ba-U-O,mp-5611,"[239547, 36239, 61279, 23197, 8271]",BaUO4,0,Pbcm,y,y,1173,AP,,{},{},1,,"U3O8, BaCO3",,10.1016/j.jssc.2016.01.019,2016,,FALSE
Ba-V-O,mp-19474,[34320],Ba2V2O7,0,P-1,y,y,1373,AP,,{},"{""step1"": {""cool rate"": [{""value"": ""6"", ""unit"": ""C/h""}], ""cool time"": [], ""cool medium"": [], ""cool type"": [], ""end temperature"": [{""value"": ""600"", ""unit"": ""C""}], ""remark"": []}, ""step2"": {""cool rate"": [], ""cool time"": [], ""cool medium"": [], ""cool type"": [""quench""], ""end temperature"": [""RT""], ""remark"": []}}",2,,"BaO, V2O5",,10.1016/0022-4596(78)90169-X,1978,,FALSE
Ba-V-O,mp-32531,[404713],Ba2V3O9,0.007308147,P2_1,y,y,1223,0,vacuum,{},"{""step1"": {""cool rate"": [], ""cool time"": [], ""cool medium"": [""air""], ""cool type"": [""quench""], ""end temperature"": [""RT""], ""remark"": []}}",1,y,"Ba2V2O7, V2O3, V2O5",,10.1515/znb-1996-0409,1996,,TRUE
Ba-V-O,mp-19096,"[72625, 40708]",Ba2VO4,0,P2_1/c,y,y,1523,,H2,"{""step1"": {""grind method"": [""mixed""], ""wet/dry"": [], ""liquid"": [""acetone""]}}","{""step1"": {""cool rate"": [], ""cool time"": [{""value"": ""24"", ""unit"": ""hour""}], ""cool medium"": [], ""cool type"": [], ""end temperature"": [""RT""], ""remark"": [""soaked 24 hour""]}}",1,,"Ba3V2O8, BaCO3",,10.1006/jssc.1993.1095,1993,excess BaCO3,FALSE
Ba-V-O,mp-19365,"[14237, 78169, 167695]",Ba3V2O8,0,R-3m,y,y,1123,AP,,{},{},3,,"BaCO3, NH4VO3",,10.1016/j.jallcom.2010.03.066,2010,,FALSE
Ba-V-O,mp-505392,[202426],Ba3V4O13,0,C2/c,y,y,993,AP,,{},{},3,,"BaCO3, V2O5",,10.1111/j.1151-2916.1986.tb04781.x,1986,,FALSE
Ba-V-O,mp-19088,"[78163, 78164]",Ba5V5O14,0.040535078,P-3m1,y,y,1373,0,vacuum,{},"{""step1"": {""cool rate"": [], ""cool time"": [{""value"": ""4"", ""unit"": ""hour""}], ""cool medium"": [], ""cool type"": [], ""end temperature"": [""RT""], ""remark"": []}}",1,,"BaO, VO2",,10.1021/ic00077a012,1993,,FALSE
Ba-V-O,mp-28902,[78035],Ba8V7O22,0.024220174,R-3m,n,n,,,,{},{},,,Ba2V2O7,reduction,10.1006/jssc.1994.1055,1994,,FALSE
Ba-V-O,mp-19458,"[413302, 82099, 413301, 14173]",BaV10O15,0,Cmce,y,y,1623,,H2,"{""step1"": {""grind method"": [""mixed""], ""wet/dry"": [], ""liquid"": [""acetone""]}}",{},1,,"BaCO3, V2O3",,10.1006/jssc.1996.0135,1996,,FALSE
Ba-V-O,mp-510249,"[97948, 51472]",BaV13O18,0.040124742,R-3,y,y,2073,,Ar,"{""step1"": {""grind method"": [""agate mortar""], ""wet/dry"": [], ""liquid"": []}}",{},1,,"BaCO3, V, V2O5",,10.1016/S0025-5408(02)00978-9,2003,,FALSE
Ba-V-O,mp-18929,"[80938, 23481]",BaV2O6,0,C222,y,y,723,AP,,"{""step1"": {""grind method"": [""agate mortar""], ""wet/dry"": [], ""liquid"": [""water""]}}",{},1,,"BaCO3, V2O5",,10.1002/ejic.201402844,2014,,FALSE
Ba-V-O,mp-1201280,"[63173, 64653]",BaV2O7,0.247878049,P2_12_12_1,?,?,,,,{},{},,,,,,,"ICSD 63173, 64653 contain hydrogen",N/A
Ba-V-O,mp-29037,[82063],BaV3O8,0.004363517,P2_1/m,y,y,973,0,vacuum,{},{},1,,"BaV2O6, VO2",hydrothermal,10.1103/PhysRevB.88.014433,2013,,FALSE
Ba-V-O,mp-18910,"[173002, 172998, 173001, 173000, 172999]",BaV4O9,0.103142387,P2/c,n,n,,,,{},{},,,"BaCl2, VO2, RbCl, LiCl",flux,10.1107/S0108768107003734,2007,,FALSE
Ba-V-O,mp-1197031,"[416456, 416453, 416451, 416457, 416454, 416455, 416458, 416450, 416452]",BaV6O11,0.032269058,P6_3mc,y,y,,,,{},{},,,,,10.1016/j.jssc.2006.04.059,2006,low temperature phase of mp-18891,FALSE
Ba-V-O,mp-18891,"[416460, 416459]",BaV6O11,0.165962578,P6_3/mmc,y,y,2323,6,,{},{},1,,"Ba2V2O7, V2O3",,10.1016/j.jssc.2006.04.059,2006,,FALSE
Ba-V-O,mp-19150,"[78167, 78168]",BaVO3,0.078768002,P-3m1,y,n,,,,{},{},,,BaVO2.8; BaVO2.9,oxidation,10.1006/jssc.1994.1170,1994,,FALSE
Ba-V-O,mp-1017465,[191203],BaVO3,0.114909648,Pm-3m,y,y,1623,15,,{},{},1,,"BaO, V2O3, V2O5",,10.1016/j.jpcs.2014.02.001,2014,,FALSE
Ba-W-O,mp-28403,[62489],Ba2WO5,0,Pnma,y,y,1423,AP,,{},"{""step1"": {""cool rate"": [{""value"": ""100"", ""unit"": ""C/h""}], ""cool time"": [], ""cool medium"": [], ""cool type"": [], ""end temperature"": [""RT""], ""remark"": []}}",1,,"BaCO3, WO3",,10.1002/zaac.201700334,2017,,FALSE
Ba-W-O,mp-1196168,[425504],Ba2WO6,0.225047452,P2_1/c,?,?,,,,{},{},,,,,,,ICSD 425504 contain hydrogen,N/A
Ba-W-O,mp-18867,"[9725, 100798, 100689]",Ba3W2O9,0.004620371,R-3c,y,y,1273,AP,,{},{},1,,"BaCO3, WO3",,10.1016/0025-5408(80)90177-4,1980,inhomogeneous,FALSE
Ba-W-O,mp-22086,[76437],Ba3WO6,0.067822338,Fm-3m,y,y,1373,AP,,{},{},2,,"BaCO3, WO3",,10.1007/BF00812132,1994,,FALSE
Ba-W-O,mp-560531,[155516],BaWO4,0.051720308,P2_1/m,y,?,,,,{},{},,,,,10.1103/PhysRevB.73.224103,2006,modelling of high pressure phase of BaWO4,FALSE
Ba-W-O,mp-542837,"[290001, 2144, 290000, 187463, 155517]",BaWO4,0.009909455,P2_1/c,y,y,,,,{},{},,,,,10.1103/PhysRevB.86.054121,2012,high pressure phase of mp-19048,FALSE
Ba-W-O,mp-1095315,[291537],BaWO4,0.020893025,I4_1/amd,y,?,,,,{},{},,,,,10.1039/C5DT01722J,2015,ICSD 291537 wrong doi; nano,FALSE
Ba-W-O,mp-19048,"[193493, 155512, 155511, 23702, 16165, 169094, 187461, 56108, 52384, 187723, 187462]",BaWO4,0,I4_1/a,y,y,1073,AP,,{},{},1,,"BaCO3, WO3",,10.1016/0025-5408(74)90193-7,1974,,FALSE
Ba-W-O,mp-1102717,"[155513, 187724]",BaWO4,0.002735081,C2/c,y,y,,,,{},{},,,,,10.1088/1674-1056/21/8/086201,2012,high pressure phase of mp-19048,FALSE
Ba-Y-O,mp-15751,[87118],Ba3Y4O9,0.014357014,R3,y,y,1673,AP,,{},{},1,,"BaCO3, Y2O3",,10.1016/S0167-2738(98)00087-3,1998,inhomogeneous,FALSE
Ba-Y-O,mp-3952,"[78483, 166845, 89640, 427510]",BaY2O4,0,Pnma,y,y,1673,,Ar,"{""step1"": {""grind method"": [""mixed""], ""wet/dry"": [], ""liquid"": [""ethanol""]}}",{},2,,"BaCO3, Sm2O3",,10.2109/jcersj.102.583,1994,,TRUE
Ba-Yb-O,mp-8261,[33239],Ba3Yb4O9,0.211097973,R3,y,y,1773,AP,,"{""step1"": {""grind method"": [""agate mortar""], ""wet/dry"": [], ""liquid"": []}}",{},1,,"BaCO3, Yb2O3",,10.1088/0953-8984/18/1/024,2005,,FALSE
Ba-Yb-O,mp-754422,[427493],BaYb2O4,0.242065351,Pnma,n,n,,,,{},{},,,"Y2O3, Ba",flux,10.1016/j.progsolidstchem.2014.05.001,2014,,FALSE
Ba-Zn-O,mp-17911,[36659],Ba2ZnO3,0,C2/c,y,y,1353,AP,,{},{},2,,"Ba(CH3COO)2·H2O, Zn(CH3COO)2·2H2O",,10.1002/zaac.19926120104,1992,,TRUE
Ba-Zn-O,mp-1182550,[68241],Ba2ZnO6,0.549025375,P2_1,?,?,,,,{},{},,,,,,,ICSD 68241 contain hydrogen,N/A
Ba-Zn-O,mp-4236,"[25812, 25559]",BaZnO2,0,P3_121,y,y,1273,,N2,{},{},1,,"BaCO3, ZnO",,10.1107/S0365110X60000467,1960,,FALSE
Ba-Zr-O,mp-8335,[39707],Ba2ZrO4,0,I4/mmm,y,y,1500,,dry air,{},{},1,,"BaCO3, ZrO2",,10.1006/jcht.1994.1088,1994,didn't check spacegroup,FALSE
Ba-Zr-O,mp-1019544,[190881],BaZrO3,4.99E-05,I4/mcm,y,y,,,,{},{},,,,,10.1063/1.4868906,2014,high pressure phase of mp-3834,FALSE
Ba-Zr-O,mp-3834,"[43136, 90049, 97460, 97462, 97461, 27048, 290002, 97459]",BaZrO3,0,Pm-3m,y,y,1773,AP,,{},{},2,,"ZrO2, BaCO3",,10.1016/S0925-8388(03)00214-7,2003,,FALSE
Be-Al-O,mp-3081,"[62612, 190125, 62506, 62501, 34806, 62093, 62092, 72416, 62505, 31080, 62094, 62095, 190124, 62091]",BeAl2O4,0,Pnma,?,?,,,,{},{},,,,,10.1002/crat.2170250407,1990,insufficient information: uncertain about the bulk material synthesized for subsequent crystal growth experiment,FALSE
Be-Al-O,mp-560974,[95408],BeAl6O10,0.001063761,P2_1/c,y,y,1423,AP,,"{""step1"": {""grind method"": [""roller mill""], ""wet/dry"": [], ""liquid"": []}}",{},1,,"BeO, Al2O3",,10.1016/S0022-0248(01)02055-3,2002,,FALSE
Be-As-O,mp-1194099,[88665],BeAsO5,0.461244179,Pca2_1,?,?,,,,{},{},,,,,,,ICSD 88665 contain hydrogen,N/A
Be-Cr-O,mp-1193887,[164258],BeCr2O4,0,Pnma,n,n,,,,{},{},,,,co-precipitation,10.1111/j.1151-2916.1964.tb13796.x,1964,,FALSE
Be-Te-O,mp-27608,[1322],Be4TeO7,0,F-43m,y,y,1073,AP,,{},{},2,,"BeO, TeO2",,10.1107/S0567740877012606,1977,,FALSE
Be-Zn-O,mp-550433,[157953],BeZnO2,0.048552625,I-42d,?,?,,,,{},{},,,,,10.1002/pssb.200743097,2007,modelling of Be0.5Zn0.5O,FALSE
Bi-As-O,mp-1203464,[70112],Bi2AsO6,0.084476151,P2_1/c,?,?,,,,{},{},,,,,,,ICSD 70112 contain hydrogen,N/A
Bi-As-O,mp-1192903,[31179],Bi3As2O10,0.063852462,P-1,?,?,,,,{},{},,,,,,,ICSD 31179 contain hydrogen,N/A
Bi-As-O,mp-561068,[30636],BiAsO4,0.004835209,I4_1/a,y,?,1253,AP,,{},{},,,"Bi2O3, As2O5",,https://ikm.org.my/ojs/index.php/MJChem/article/view/181/127,2005,other phase of mp-27911; minority phase,FALSE
Bi-As-O,mp-27911,[27199],BiAsO4,0,P2_1/c,y,y,1253,AP,,"{""step1"": {""grind method"": [""agate mortar""], ""wet/dry"": [], ""liquid"": [""acetone""]}}",{},1,,"Bi2O3, As2O5",,https://ikm.org.my/ojs/index.php/MJChem/article/view/181/127,2005,alpha phase; inhomogeneous,FALSE
Bi-Au-O,mp-618309,[82092],Bi2AuO5,0,P4/ncc,n,n,,,,{},{},,,"Bi2O5, Au2O3·xH2O",hydrothermal,10.1006/jssc.1996.0128,1996,,FALSE
Bi-Au-O,mp-559422,[82093],Bi4Au2O9,0,Pbca,n,n,,,,{},{},,,"Bi2O5, Au2O3·xH2O",hydrothermal,10.1006/jssc.1996.0128,1996,,FALSE
Bi-Ir-O,mp-558392,"[252135, 252134, 237820, 161103]",Bi2Ir2O7,0,Fd-3m,y,y,1073,AP,,{},{},1,,"IrO2, Bi2O3",,10.1088/2053-1591/1/4/046304,2014,,FALSE
Bi-Mo-O,mp-558215,"[173837, 262963]",Bi10Mo3O24,0,C2,n,n,,,,{},{},,,"Bi(NO3)3·5H2O, MoO3, HNO3",wet synthesis,10.1016/j.solidstatesciences.2005.08.011,2005,,FALSE
Bi-Mo-O,mp-1197854,[262964],Bi14Mo5O36,0.002753019,C2,n,n,,,,{},{},,,,wet synthesis,10.1107/S0108768112017478,2012,,FALSE
Bi-Mo-O,mp-1195168,[237824],Bi26Mo10O69,0.025822097,P-1,y,y,873,AP,,"{""step1"": {""grind method"": [""ball milling""], ""wet/dry"": [], ""liquid"": []}}",{},1,,"Bi2O3, MoO2",,10.1021/cm303202r,2012,,FALSE
Bi-Mo-O,mp-556586,[201742],Bi2Mo2O9,0,P2_1/c,y,y,928,AP,,"{""step1"": {""grind method"": [""ball milling""], ""wet/dry"": [], ""liquid"": []}}",{},3,,"Bi2O3, MoO3",,10.1111/j.1551-2916.2008.02596.x,2008,,FALSE
Bi-Mo-O,mp-23388,"[63640, 2650]",Bi2Mo3O12,0,P2_1/c,y,y,1113,,O2,"{""step1"": {""grind method"": [""pestle and mortar""], ""wet/dry"": [], ""liquid"": [""acetone""]}}",{},1,,"Bi2O3, MoO3",,10.1021/j100179a045,1991,,FALSE
Bi-Mo-O,mp-555658,[37251],Bi2MoO6,0.046186973,Cmce,y,?,,,,{},{},,,,,10.1107/S0567740873006801,1973,old refinement of mp-23064,FALSE
Bi-Mo-O,mp-23064,"[47139, 201685, 14266]",Bi2MoO6,0,Pca2_1,y,y,803,AP,,"{""step1"": {""grind method"": [""mixed""], ""wet/dry"": [], ""liquid"": [""ethanol""]}}",{},1,,"Bi2O3, MoO3",,10.1016/0022-4596(80)90498-3,1980,,FALSE
Bi-Mo-O,mp-23423,"[92326, 78179]",Bi2MoO6,0.004264603,P2_1/c,y,y,,,,{},{},,,,,10.1006/jssc.1994.1206,1994,high temperature phase of mp-23064,FALSE
Bi-Mo-O,mp-555748,[17070],Bi2MoO6,0.044233366,Pbca,y,?,,,,{},{},,,,,10.1107/S0108270184010398,1984,old refinement of mp-23064,FALSE
Bi-Mo-O,mp-1204598,[262965],Bi6Mo2O15,0.000573035,P2_1/c,y,y,1113,,O2,"{""step1"": {""grind method"": [""mixed""], ""wet/dry"": [], ""liquid"": [""acetone""]}}",{},1,,"Bi2O3, MoO3",,10.1021/j100179a045,1991,,FALSE
Bi-Mo-O,mp-1202541,[262966],Bi8Mo3O21,0.001697677,P2_1/c,n,n,,,,{},{},,,,wet synthesis,10.1107/S0108768112017478,2012,,FALSE
Bi-Os-O,mp-554545,[161105],Bi2Os2O7,0,Fd-3m,?,?,,,,{},{},,,,,10.1103/PhysRevB.77.104123,2007,modelling of Bi2Os2O7,FALSE
Bi-Pb-O,mp-667342,[75392],Bi12PbO20,0.017082773,I23,y,y,1050,AP,,{},{},1,,,,10.1142/9789812835734_0009,2003,,FALSE
Bi-Pd-O,mp-29259,[200145],Bi2PdO4,0,P4/ncc,y,y,1003,AP,,"{""step1"": {""grind method"": [""mixed""], ""wet/dry"": [], ""liquid"": [""acetone""]}}",{},1,,"Bi2O3, PdO",,10.1039/D0TC00818D,2020,,FALSE
Bi-Pd-O,mp-559264,[9622],Bi2PdO4,0.084124679,I4cm,y,?,,,,{},{},,,,,10.1515/znb-1976-1228,1947,might be old refinement of mp-29259,FALSE
Bi-Pd-O,mp-1104660,[263051],BiPd2O4,0,P-1,y,y,1500,6,,{},"{""step1"": {""cool rate"": [], ""cool time"": [], ""cool medium"": [], ""cool type"": [""quench""], ""end temperature"": [""RT""], ""remark"": []}}",1,,"Bi2O3, PdO, KClO4",,10.1021/ic3006579,2012,,FALSE
Bi-Pt-O,mp-23341,"[202346, 161104]",Bi2Pt2O7,0,Fd-3m,y,y,973,0.3,,{},{},1,,"Bi2O3,PtO2, H2O",,10.1016/0025-5408(74)90035-X,1974,H2O as mineralizer,FALSE
Bi-Pt-O,mp-560373,[108966],Bi3Pt3O11,0,Pn-3,?,?,973,0.3,,{},{},1,,"Bi2O3, PtO2, H2O2",,10.1016/0025-5408(74)90035-X,1974,"insufficient information: exact stoich not determined, H2O2 as mineralizer",FALSE
Bi-Rh-O,mp-555225,[161099],Bi2Rh2O7,0,Fd-3m,y,?,,,,{},{},,,,,10.1103/PhysRevB.77.104123,2008,modelling of pyrochlore Bi2Rh2O7; oxygen deficient Bi2Rh2O7 can be synthesized via solid state reaction: 10.1016/S0025-5408(97)00008-1,FALSE
Bi-Rh-O,mp-559631,"[171460, 418623, 412423, 418624]",Bi6Rh12O29,0.024582846,C2/m,y,y,1173,AP,,"{""step1"": {""grind method"": [""agate mortar""], ""wet/dry"": [], ""liquid"": [""ethanol""]}}",{},1,,"Bi2O3, Rh2O3",,10.1016/j.jssc.2007.09.031,2007,,FALSE
Bi-Rh-O,mp-573119,"[108996, 188150]",BiRhO3,0.060694262,Pnma,y,y,1600,6,,{},"{""step1"": {""cool rate"": [], ""cool time"": [], ""cool medium"": [], ""cool type"": [""quench""], ""end temperature"": [""RT""], ""remark"": []}}",1,,"Bi2O3, Rh2O3",,10.1016/j.jssc.2013.01.035,2013,,FALSE
Bi-Ru-O,mp-23445,"[161102, 166567, 166566, 163387, 78114, 73787]",Bi2Ru2O7,0,Fd-3m,y,y,1323,,Ar,"{""step1"": {""grind method"": [""agate mortar""], ""wet/dry"": [], ""liquid"": []}}",{},1,,"Bi2O3, RuO2",,10.1016/j.jallcom.2008.09.106,2009,,FALSE
Bi-Ru-O,mp-504468,"[74382, 4194]",Bi3Ru3O11,0,Pn-3,y,y,1023,AP,,{},{},3,,"Bi2O3, RuO2",,10.1071/CH9931897,1993,,FALSE
Bi-Sb-O,mp-30304,[51779],Bi3SbO7,0,P-1,y,y,1093,AP,,{},{},1,,"Bi2O3, Sb2O3",,10.1016/j.dyepig.2007.10.005,2008,,FALSE
Bi-Sb-O,mp-23018,"[252557, 75901, 35478, 80821]",BiSbO4,0,C2/c,y,y,1123,AP,,{},"{""step1"": {""cool rate"": [{""value"": ""60"", ""unit"": ""C/h""}], ""cool time"": [], ""cool medium"": [], ""cool type"": [], ""end temperature"": [""RT""], ""remark"": []}}",2,,"Bi2O3, Sb2O3",,10.1021/acs.inorgchem.6b00503,2016,,FALSE
Bi-Se-O,mp-1193554,[251031],Bi2Se3O10,0,C2/c,n,n,,,,{},{},,,"Bi(NO3)3·5H2O,  SeO2, H2SeO4",hydrothermal,10.1021/ic4002384,2013,,FALSE
Bi-Se-O,mp-29833,[409478],Bi2Se3O9,0,P2_1/c,y,y,723,0,vacuum,{},{},1,,"Bi2O3, SeO2",,10.1023/a:1011965207768,2001,inhomogeneous,FALSE
